20 yr,3.1%,,,,40%,,38%,,,,,37.1%,,,,,,,18%,,18%,,,,,25.4%,,,,,,,#NUM!,,1%,,,,,0.4%,,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2017," 24,344 ",2.3%," 24,344 ",, 95 ,22%, 446 ,27%, 0.30 , 321.3 ," 1,580.3 ", 447 ,1.8%,,,,,, 52 ,-3%, 539 ,11%," 1,981 ", 0.272 , 2.5 ," 1,129 ",4.6%,,,,,, 1.2 ,-84%, 394 ,0%," 1,189,375 ", 1.0 , 470.3 ," 2,484 ",10.2%,,,,,, 1.143 ,52%, 3.147 ,57%, 80 ,1.44%, 871 ,0.36%,,,,,, 2.4 ,, 33.2 ,8%,, 33.2 , 1.2 ,2,17,,,
2018,,," 24,831 ",, 109 ,15%, 555 ,24%, 0.30 , 363.3 ," 1,943.6 ",,, 109 , 555 , 556 ,2.2%,, 52 ,-1%, 590 ,10%," 1,987 ", 0.297 , 2.8 ,,, 52 , 590 ," 1,238 ",5.0%,, 4.7 ,281%, 399 ,1%," 1,194,676 ", 3.9 , 474.3 ,,, 5 , 399 ," 2,514 ",10.1%,, 1.975 ,73%, 5.122 ,63%, 79 ,2.50%, 889 ,0.58%,,,,,, 0.6 ,, 33.8 ,2%,, 33.8 , 0.6 ,1,18,,,
2019,,," 25,327 ",,,,,,,,,,, 126 , 681 , 682 ,2.7%,, 60 ,16%, 651 ,10%," 2,012 ", 0.324 , 3.1 ,,, 54 , 644 ," 1,350 ",5.3%,,,,,," 1,200,000 ", -   , 474.3 ,,,#NUM!,#NUM!,#NUM!,#NUM!,, 2.210 ,12%, 7.332 ,43%, 88 ,2.50%, 906 ,0.81%,,,,,, 3.7 ,, 37.5 ,11%,, 37.5 , 3.7 ,1,19,,,
2020,,," 25,834 ",,,,,,,,,,, 146 , 827 , 829 ,3.2%,,,,,,,,,,, 56 , 700 ," 1,467 ",5.7%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 2.2 , 39.6 , -   ,,,3,22, 0.7 
2021,,," 26,350 ",,,,,,,,,,, 169 , 996 , 998 ,3.8%,,,,,,,,,,, 57 , 757 ," 1,587 ",6.0%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 0.4 , 40.0 , -   ,,,1,23, 0.4 
2022,,," 26,877 ",,,,,,,,,,, 196 ," 1,192 "," 1,194 ",4.4%,,,,,,,,,,, 59 , 816 ," 1,712 ",6.4%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 1.7 , 41.7 , -   ,,,1,24, 1.7 
2023,,," 27,415 ",,,,,,,,,,, 226 ," 1,418 "," 1,421 ",5.2%,,,,,,,,,,, 61 , 878 ," 1,840 ",6.7%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 3.5 , 45.2 , -   ,,,1,25, 3.5 
2024,,," 27,963 ",,,,,,,,,,, 262 ," 1,680 "," 1,684 ",6.0%,,,,,,,,,,, 64 , 941 ," 1,974 ",7.1%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 5.0 , 50.2 , -   ,,,2,27, 2.5 
2025,,," 28,522 ",,,,,,,,,,, 303 ," 1,984 "," 1,988 ",7.0%,,,,,,,,,,, 66 ," 1,007 "," 2,111 ",7.4%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 8.6 , 58.8 , -   ,,,3,30, 2.9 
2026,,," 29,093 ",,,,,,,,,,, 351 ," 2,335 "," 2,340 ",8.0%,,,,,,,,,,, 68 ," 1,075 "," 2,254 ",7.7%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 3.4 , 62.1 , -   ,,,1,31, 3.4 
2027,,," 29,675 ",,,,,,,,,,, 407 ," 2,742 "," 2,748 ",9.3%,,,,,,,,,,, 70 ," 1,145 "," 2,401 ",8.1%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, -   , 62.1 , -   ,,,0,31,
2028,,," 30,268 ",,,,,,,,,,, 471 ," 3,212 "," 3,219 ",10.6%,,,,,,,,,,, 73 ," 1,218 "," 2,553 ",8.4%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 3.0 , 65.1 , -   ,,,1,32, 3.0 
2029,,," 30,874 ",,,,,,,,,,, 545 ," 3,757 "," 3,765 ",12.2%,,,,,,,,,,, 75 ," 1,293 "," 2,711 ",8.8%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, -   , 65.1 , -   ,,,0,32,
2030,,," 31,491 ",,,,,,,,,,, 630 ," 4,387 "," 4,397 ",14.0%,,,,,,,,,,, 78 ," 1,371 "," 2,874 ",9.1%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,, 1.9 , 67.0 , -   ,,,1,33, 1.9 
2031,,," 32,121 ",,,,,,,,,,, 730 ," 5,117 "," 5,128 ",16.0%,,,,,,,,,,, 80 ," 1,451 "," 3,042 ",9.5%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,," 32,763 ",,,,,,,,,,, 845 ," 5,962 "," 5,975 ",18.2%,,,,,,,,,,, 83 ," 1,534 "," 3,217 ",9.8%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,," 33,419 ",,,,,,,,,,, 978 ," 6,939 "," 6,955 ",20.8%,,,,,,,,,,, 86 ," 1,620 "," 3,397 ",10.2%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,," 34,087 ",,,,,,,,,,," 1,132 "," 8,071 "," 8,089 ",23.7%,,,,,,,,,,, 89 ," 1,709 "," 3,583 ",10.5%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,," 34,769 ",,,,,,,,,,," 1,310 "," 9,381 "," 9,402 ",27.0%,,,,,,,,,,, 92 ," 1,801 "," 3,776 ",10.9%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,," 35,464 ",,,,,,,,,,," 1,516 "," 10,897 "," 10,922 ",30.8%,,,,,,,,,,, 95 ," 1,896 "," 3,975 ",11.2%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,," 36,173 ",,,,,,,,,,," 1,755 "," 12,653 "," 12,681 ",35.1%,,,,,,,,,,, 98 ," 1,995 "," 4,182 ",11.6%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,," 36,897 ",,,,,,,,,,," 2,032 "," 14,684 "," 14,717 ",39.9%,,,,,,,,,,, 102 ," 2,096 "," 4,395 ",11.9%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,," 37,635 ",,,,,,,,,,," 2,351 "," 17,036 "," 17,073 ",45.4%,,,,,,,,,,, 105 ," 2,201 "," 4,616 ",12.3%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,," 38,387 ",,,,,,,,,,," 2,722 "," 19,757 "," 19,801 ",51.6%,,,,,,,,,,, 109 ," 2,310 "," 4,844 ",12.6%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,," 39,155 ",,,,,,,,,,," 3,151 "," 22,908 "," 22,959 ",58.6%,,,,,,,,,,, 113 ," 2,423 "," 5,080 ",13.0%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,," 39,938 ",,,,,,,,,,," 3,647 "," 26,555 "," 26,613 ",66.6%,,,,,,,,,,, 116 ," 2,539 "," 5,324 ",13.3%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,,," 40,737 ",,,,,,,,,,," 4,221 "," 30,776 "," 30,844 ",75.7%,,,,,,,,,,, 120 ," 2,659 "," 5,576 ",13.7%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,,," 41,552 ",,,,,,,,,,," 4,886 "," 35,662 "," 35,740 ",86.0%,,,,,,,,,,, 124 ," 2,784 "," 5,837 ",14.0%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,," 42,383 ",,,,,,,,,,," 5,655 "," 41,317 "," 41,408 ",97.7%,,,,,,,,,,, 129 ," 2,913 "," 6,107 ",14.4%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,," 43,231 ",,,,,,,,,,," 6,546 "," 47,863 "," 47,969 ",111.0%,,,,,,,,,,, 133 ," 3,046 "," 6,386 ",14.8%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,," 44,095 ",,,,,,,,,,," 7,577 "," 55,440 "," 55,563 ",126.0%,,,,,,,,,,, 138 ," 3,184 "," 6,675 ",15.1%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,," 44,977 ",,,,,,,,,,," 8,770 "," 64,211 "," 64,353 ",143.1%,,,,,,,,,,, 142 ," 3,326 "," 6,973 ",15.5%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,,," 45,877 ",,,,,,,,,,," 10,152 "," 74,362 "," 74,527 ",162.5%,,,,,,,,,,, 147 ," 3,473 "," 7,282 ",15.9%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,,," 46,794 ",,,,,,,,,,," 11,751 "," 86,113 "," 86,303 ",184.4%,,,,,,,,,,, 152 ," 3,626 "," 7,601 ",16.2%,,,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,
